Kanji#Reading#JLPT#Type#Meaning
['あの人']#[['あのひと']]#5#['&pn;']#['he', 'she', 'that person']
['駅メロ']#[['えきメロ']]#5#['&n;']#['station melody', 'departure melody', {'_': 'melody sounded on a station platform just before the doors of a train are closed', '$': {'g_type': 'expl'}}]
['白鰐']#[['しろわに'], ['シロワニ']]#5#['&n;']#['sand tiger shark (Carcharias taurus)', 'gray nurse shark']
['大旆']#[['たいはい']]#5#['&n;']#['banner (imperial, shogun, etc.)', 'standard']
['水だめ']#[['みずだめ']]#5#['&n;']#['sump']
['レース大蜥蜴']#[['レースおおとかげ'], ['レースオオトカゲ']]#5#['&n;']#['lace monitor (Varanus varius, species of carnivorous monitor lizard found in eastern Australia)', 'lace goanna']
['会社ゴロ']#[['かいしゃゴロ'], ['かいしゃごろ']]#5#['&n;']#['extortionist that blackmail corporations', 'corporate shakedown artist']
['五畿']#[['ごき']]#5#['&n;']#['the Five Home Provinces (Yamato, Yamashiro, Settsu, Kawachi, and Izumi)']
['五畿七道']#[['ごきしちどう']]#5#['&n;']#['the five home provinces and seven districts of ancient Japan']
['三山']#[['さんざん']]#5#['&n;']#['three mountains']
['お気に']#[['おきに'], ['オキニ']]#5#['&n;']#['favorite', 'favourite', 'pet']
['ポーランド人']#[['ポーランドじん']]#5#['&n;']#['Polander', 'Pole', 'Polish']
['入手先']#[['にゅうしゅさき']]#5#['&n;']#['source (of supply)', 'channel']
['火水母']#[['ひくらげ'], ['ヒクラゲ']]#5#['&n;']#['Carybdeidae Tamoya (species of venomous box jellyfish)']
['長っ尻']#[['ながっちり']]#5#['&n;']#['long stay', \"overstaying one's welcome\"]
['おな中']#[['おなちゅう']]#5#['&n;']#['student at the same middle school', 'graduate of the same middle school']
['タブー語']#[['タブーご']]#5#['&n;']#['taboo word', 'forbidden word']
['一撫で']#[['ひとなで']]#5#['&n;']#['(one) stroke']
['下膳']#[['さげぜん']]#5#['&n;']#['clearing up leftover food and dishes']
['上の人']#[['うえのひと']]#5#['&exp;', '&n;']#['superior', 'boss', 'higher-up']
['人狼']#[['じんろう']]#5#['&n;']#['werewolf']
['水天']#[['すいてん']]#5#['&n;']#['water and sky']
['カルタ金']#[['カルタがね']]#5#['&n;']#['armor covered with small rectangular plates of metal']
['右ひじ']#[['みぎひじ']]#5#['&n;']#['right elbow']
['ズッ友']#[['ズッとも'], ['ずっとも']]#5#['&n;']#['friends forever']
['新蜜']#[['しんみつ']]#5#['&n;']#['fresh honey', 'newly harvested honey', 'virgin honey']
['シミ目']#[['シミもく']]#5#['&n;']#['Thysanura', {'_': 'order of insects', '$': {'g_type': 'expl'}}]
['へそ出しルック']#[['へそだしルック']]#5#['&exp;', '&n;']#['bare midriff', 'bare midriff look']
['ゲルマン語']#[['ゲルマンご']]#5#['&n;']#['Germanic language']
['行く先々']#[['ゆくさきざき'], ['いくさきざき']]#5#['&exp;', '&n;']#['everywhere', 'everywhere one goes', 'wherever one goes']
['ズリ山']#[['ズリやま'], ['ずりやま']]#5#['&n;']#['slagheap', 'slag heap', 'pile of coal waste']
['ボタ山']#[['ボタやま'], ['ぼたやま']]#5#['&n;']#['slagheap', 'slag heap', 'pile of coal waste']
['半グレ']#[['はんグレ']]#5#['&n;']#['loosely organized criminal gang', 'non-yakuza organized crime group']
['生そば']#[['なまそば']]#5#['&n;']#['fresh soba (not dried)']
['水っぱな']#[['みずっぱな']]#5#['&n;']#['runny nose', '(watery) nasal mucus']
['痩せの大食い']#[['やせのおおぐい']]#5#['&exp;', '&n;']#['thin person who eats a lot', 'big eater who stays thin']
['一下']#[['いっか']]#5#['&n;']#['something handed down (usu. an order)']
['チャラ男']#[['チャラお'], ['ちゃらお']]#5#['&n;']#['shallow playboy', 'frivolous lad', 'good-time Charlie']
['チャラ子']#[['チャラこ'], ['ちゃらこ']]#5#['&n;']#['frivolous, flighty woman', 'good-time girl']
['休前日']#[['きゅうぜんじつ']]#5#['&n;']#['day before a holiday']
['出しっぱなし']#[['だしっぱなし']]#5#['&n;']#['leaving something as it is (after taking it out or turning it on)']
['時花']#[['じか']]#5#['&n;']#['flowers of the season']
['時空空間']#[['じくうくうかん']]#5#['&n;']#['spatiotemporal space']
['駅チカ']#[['えきチカ'], ['えきちか']]#5#['&n;']#['underground shopping arcade connected to a station']
['飲']#[['いん']]#5#['&n;']#['drinking (sometimes esp. alcohol)', 'drink', 'drinking party']
['一瓢']#[['いっぴょう']]#5#['&n;']#['one gourd']
['大人ニキビ']#[['おとなニキビ'], ['おとなにきび']]#5#['&n;']#['adult acne']
['北日本']#[['きたにほん'], ['きたにっぽん']]#5#['&n;']#['northern Japan (usu. referring to Tōhoku and Hokkaido)']
['南日本']#[['みなみにほん'], ['みなみにっぽん']]#5#['&n;']#['southern Japan (usu. referring to Kyushu and southwards)']
['金龍']#[['きんりゅう'], ['きんりょう']]#5#['&n;']#['golden dragon']
['白粥']#[['しらがゆ'], ['しらかゆ']]#5#['&n;']#['unflavored rice porridge', 'rice porridge made of only white rice and water']
['いとこ半']#[['いとこはん']]#5#['&n;']#['first cousin once removed']
['少鱈']#[['こだら'], ['コダラ']]#5#['&n;']#['haddock (Melanogrammus aeglefinus)']
['股白蝙蝠']#[['ももじろこうもり'], ['モモジロコウモリ']]#5#['&n;']#['big-footed myotis (Myotis macrodactylus)', 'eastern long-fingered bat', 'Japanese large-footed bat']
['天鼠']#[['てんそ']]#5#['&n;']#['bat (animal)']
['インド大蝙蝠']#[['インドおおこうもり'], ['インドオオコウモリ']]#5#['&n;']#['Indian flying fox (Pteropus giganteus)', 'greater Indian fruit bat']
['魚食蝙蝠']#[['うおくいこうもり'], ['ウオクイコウモリ']]#5#['&n;']#['fisherman bat (Noctilionidae spp.)', 'bulldog bat']
['小天狗蝙蝠']#[['こてんぐこうもり'], ['コテングコウモリ']]#5#['&n;']#['Ussuri tube-nosed bat (Murina ussuriensis)']
['小山蝙蝠']#[['こやまこうもり'], ['コヤマコウモリ']]#5#['&n;']#['Japanese noctule (Nyctalus furvus)']
['天狗フルーツ蝙蝠']#[['てんぐフルーツこうもり'], ['テングフルーツコウモリ']]#5#['&n;']#['tube-nosed fruit bat (Nyctimeninae spp., esp. the common tube-nosed fruit bat, Nyctimene albiventer)']
['一つ二つ']#[['ひとつふたつ']]#5#['&n;']#['one or two', 'a few', 'small number']
['ジム友']#[['ジムとも']]#5#['&n;']#['gym friend', 'gym buddy']
['刎頚の友']#[['ふんけいのとも']]#5#['&exp;', '&n;']#['inseparable friend', 'sworn friend']
['一口カツ']#[['ひとくちカツ']]#5#['&n;']#['bite-sized cutlet']
['電纜']#[['でんらん']]#5#['&n;']#['(electrical) cable', 'power cable']
['花かるた']#[['はなかるた'], ['はなカルタ'], ['はながるた'], ['はなガルタ']]#5#['&n;']#['hanafuda', {'_': 'Japanese playing cards (12 suits of 4 cards, each suit representing a month indicated by a flower)', '$': {'g_type': 'expl'}}]
['ハン国']#[['ハンこく'], ['ハーンこく']]#5#['&n;']#['khanate']
['スズメ目']#[['スズメもく']]#5#['&n;']#['Passeriformes', {'_': 'order of passerine birds', '$': {'g_type': 'expl'}}]
['ムラッ気']#[['ムラッけ'], ['ムラっけ'], ['むらっけ']]#5#['&adj-na;', '&n;']#['capricious', 'moody', 'whimsical']
['小蜂']#[['こばち'], ['コバチ']]#5#['&n;']#['chalcid (fly, wasp)', 'chalcis (fly)']
['ここだけの話']#[['ここだけのはなし']]#5#['&exp;', '&n;']#['conversation (just) between you and me', 'confidential talk']
['食べで']#[['たべで']]#5#['&n;']#['substantiality (of a meal)', 'fillingness', 'solidity']
['デカ目']#[['デカめ']]#5#['&n;']#['\"large eyes\" look (makeup technique)']
['崖下']#[['がいか'], ['がけした']]#5#['&n;']#['below a cliff']
['駅ナカ']#[['えきナカ'], ['えきなか'], ['エキナカ']]#5#['&n;']#['shopping area within a train station']
['ハウツー本']#[['ハウツーぼん'], ['ハウトゥーぼん']]#5#['&n;']#['how-to (book)']
['ぷに子']#[['ぷにこ'], ['プニコ']]#5#['&n;']#['chubby girl']
['ぽちゃ子']#[['ぽちゃこ'], ['ポチャコ']]#5#['&n;']#['chubby girl', 'plump girl']
['とっ外れ']#[['とっぱずれ']]#5#['&n;']#['very edge', 'far border']
['空気ポンプ']#[['くうきポンプ']]#5#['&n;']#['air pump']
['空気ドリル']#[['くうきドリル']]#5#['&n;']#['pneumatic drill', 'air drill']
['空気ガス']#[['くうきガス']]#5#['&n;']#['mixture of air and hydrocarbon gas or vapour']
['空気バネ']#[['くうきバネ'], ['くうきばね']]#5#['&n;']#['air suspension', 'air spring']
['空中電気']#[['くうちゅうでんき']]#5#['&n;']#['atmospheric electricity']
['一山いくら']#[['ひとやまいくら']]#5#['&adj-no;', '&n;']#['dirt cheap', 'very cheap', 'worthless']
['一山']#[['いっさん']]#5#['&n;']#['whole temple complex', 'all the temples on a mountain']
['焚き上げ']#[['たきあげ']]#5#['&n;']#['bonfire often in temple grounds, usu. of charms, talismans, New Year decorations, etc.']
['金ざる']#[['きんざる']]#5#['&n;']#['metal basket (for deep-frying, etc.)', 'metallic basket']
['シャンシャン大会']#[['シャンシャンたいかい'], ['しゃんしゃんたいかい']]#5#['&n;']#['rigged convention']
['土ごぼう']#[['つちごぼう'], ['つちゴボウ']]#5#['&n;']#['great burdock sold covered with soil']
['電マ']#[['でんマ']]#5#['&n;']#['electric massager']
['小祠']#[['しょうし']]#5#['&n;']#['small hokora', 'small shrine']
['旱水']#[['かんすい']]#5#['&n;']#['drought and floods']
['リアル書店']#[['リアルしょてん']]#5#['&n;']#['brick and mortar bookstore']
['ダメ男']#[['ダメお'], ['だめお'], ['ダメおとこ'], ['だめおとこ']]#5#['&n;']#['no-good man', '(male) loser']
['ダメ女']#[['ダメおんな'], ['だめおんな']]#5#['&n;']#['no-good woman', '(female) loser']
['下木']#[['したき'], ['かぼく'], ['したぎ']]#5#['&n;']#['understory trees', 'underbrush', 'undergrowth']
['日土']#[['にっと']]#5#['&n;']#['Japan-Turkey']
['茹で時間']#[['ゆでじかん']]#5#['&n;']#['boiling time']
['プロ中のプロ']#[['プロちゅうのプロ']]#5#['&exp;', '&n;']#['pro among pros', 'best of the best', 'top tier', 'ultimate professional', \"player's player\"]
['半目']#[['はんめ']]#5#['&n;']#['half-open eyes']
['半目']#[['はんもく']]#5#['&n;']#['half a point (esp. in go)']
['駅子']#[['えきし']]#5#['&n;']#['staff at a horse changing station during the ritsuryō period']
['水濠']#[['すいごう']]#5#['&n;']#['water jump (on a racetrack, etc.)']
['肘木']#[['ひじき']]#5#['&n;']#['ancon', 'bracket', 'corbel piece']
['月卿']#[['げっけい']]#5#['&n;']#['court noble', 'nobility']
['社会システム']#[['しゃかいシステム']]#5#['&n;']#['social system']
['水先人']#[['みずさきにん'], ['すいさきにん']]#5#['&n;']#['(boat) pilot']
['イスラム国']#[['イスラムこく'], ['イスラームこく']]#5#['&n;']#['Islamic State', 'IS', 'Islamic State of Iraq and Syria', 'ISIS', 'Islamic State of Iraq and the Levant', 'ISIL']
['休みボケ']#[['やすみボケ']]#5#['&n;']#['sluggishness after few days off']
['袴下']#[['こした']]#5#['&n;']#['long johns', 'long underpants', 'long underwear']
['社会人サークル']#[['しゃかいじんサークル']]#5#['&n;']#['club (for adults, as opposed to for university students)']
['気閘']#[['きこう']]#5#['&n;']#['airlock', 'air lock']
['多脾']#[['たひ']]#5#['&n;']#['polysplenia']
['雁下']#[['がんか']]#5#['&n;']#['area below the pectoral muscle']
['山下']#[['さんか'], ['やました'], ['さんげ']]#5#['&n;']#['foot of a mountain', 'base of a mountain']
['生姜']#[['しょうきょう']]#5#['&n;']#['dried ginger root (trad. medicine)']
['人手']#[['ひとで']]#5#['&n;']#[\"someone else's hands\", \"someone else's possession\"]
['鑢目']#[['やすりめ'], ['ヤスリめ']]#5#['&n;']#['teeth (of a rasp)']
['爪白癬']#[['つめはくせん']]#5#['&n;']#['onychomycosis', 'tinea unguium']
['白癬']#[['しらくも'], ['しらくぼ']]#5#['&n;']#['ringworm (of the scalp)', 'tinea capitis']
['天人']#[['てんにん'], ['あめひと'], ['あまびと']]#5#['&n;']#['heavenly being', 'celestial being', 'celestial nymph', 'celestial maiden']
['日天子']#[['にってんし']]#5#['&n;']#['Surya (Hindu sun god also revered as one of the twelve devas in Shingon Buddhism)']
['日天']#[['にってん']]#5#['&n;']#['Surya (Hindu sun god also revered as one of the twelve devas in Shingon Buddhism)']
['月天子']#[['がってんし']]#5#['&n;']#['Chandra (Hindu moon god also revered as one of the twelve devas in Shingon Buddhism)']
['月天']#[['がってん']]#5#['&n;']#['Chandra (Hindu moon god also revered as one of the twelve devas in Shingon Buddhism)']
['川きゅう']#[['せんきゅう'], ['センキュウ']]#5#['&n;']#['cnidium rhizome (Cnidium officinale)']
['五七五']#[['ごしちご']]#5#['&n;']#['five-seven-five syllable verse (haiku, senryu, etc.)']
['三八']#[['さんぱち']]#5#['&n;']#['three and eight']
['新ジャンル']#[['しんジャンル']]#5#['&n;']#[{'_': 'cheap, malt-free beer-like alcoholic beverage', '$': {'g_type': 'expl'}}]
['川っぷち']#[['かわっぷち']]#5#['&n;']#['riverside', 'riverbank']
['円マーク']#[['えんマーク']]#5#['&n;']#['yen symbol', 'yen sign']
['下の人']#[['したのひと']]#5#['&exp;', '&n;']#['downstairs neighbour (neighbor)']
['千キャベツ']#[['せんキャベツ']]#5#['&n;']#['thinly shredded cabbage']
['こじらせ女子']#[['こじらせじょし']]#5#['&n;']#[{'_': 'girl who has low self esteem', '$': {'g_type': 'expl'}}]
['日タイ']#[['にったい']]#5#['&n;']#['Japan and Thailand', 'Japanese-Thai']
['外国会社']#[['がいこくがいしゃ']]#5#['&n;']#['foreign corporation', 'overseas company']
['人口ボーナス']#[['じんこうボーナス']]#5#['&n;']#['population bonus', 'demographic dividend', 'demographic bonus']
['人間のクズ']#[['にんげんのクズ'], ['にんげんのくず']]#5#['&exp;', '&n;']#['scum of society', 'good-for-nothing', 'vermin']
['食レポ']#[['しょくレポ']]#5#['&n;']#['food reportage (on TV)']
['お父ちゃん']#[['おとうちゃん']]#5#['&n;']#['dad', 'dada', 'daddy', 'pa', 'papa', 'pappa', 'pop']
['言うなり']#[['いうなり']]#5#['&n;']#['doing as one is told', 'yes-man']
['新かや']#[['しんかや'], ['しんカヤ']]#5#['&n;']#['shin kaya', 'imitation kaya', {'_': 'any kind of cheaper wood that resembles kaya, used for go and shogi boards', '$': {'g_type': 'expl'}}]
['白貂']#[['しろてん'], ['しろテン']]#5#['&n;']#['ermine']
['大妖']#[['たいよう']]#5#['&n;']#['great demon', 'ghostly giant']
['ピザの耳']#[['ピザのみみ']]#5#['&n;']#['pizza crust']
['膝下']#[['ひざした']]#5#['&n;']#['below the knee']
['膝上']#[['ひざうえ'], ['しつじょう']]#5#['&n;']#['above the knee']
['前半国会']#[['ぜんはんこっかい']]#5#['&n;']#['Diet session up to the creation of the budget']
['後半国会']#[['こうはんこっかい']]#5#['&n;']#['remainder of the Diet session after the creation of the budget']
['ムショ上がり']#[['ムショあがり'], ['むしょあがり']]#5#['&n;']#['former prisoner']
['言い出し']#[['いいだし']]#5#['&n;']#['opening words', 'speaking out']
['湘南電車']#[['しょうなんでんしゃ']]#5#['&n;']#['Shonan train', {'_': 'medium-distance train on the eastern Tokaido Main Line (coloured green and orange)', '$': {'g_type': 'expl'}}]
['何れにしろ']#[['いずれにしろ']]#5#['&conj;']#['anyhow', 'at all events', 'in any case', 'either way', 'anyway']
['水シャワー']#[['みずシャワー']]#5#['&n;']#['cold shower']
['学生ローン']#[['がくせいローン']]#5#['&n;']#['student loan']
['サイン本']#[['サインぼん']]#5#['&n;']#['signed book', 'autographed book']
['足拭き']#[['あしふき']]#5#['&n;']#['foot towel', \"cloth for wiping the bottoms of one's feet\"]
['本チャン']#[['ほんチャン'], ['ほんちゃん'], ['ホンチャン']]#5#['&n;']#['performance', 'take', 'going before an audience or on-air']
['仔魚']#[['しぎょ']]#5#['&n;']#['larva of fish', 'larval fish']
['日間']#[['にっかん']]#5#['&n;']#['daytime', 'during the day']
['木樋']#[['もくひ'], ['きどい']]#5#['&n;']#['wooden water pipe', 'wooden flume']
['出来年']#[['できどし']]#5#['&n;']#['year of good crops', 'fruitful year', 'vintage year']
['白斑']#[['しろまだら'], ['シロマダラ']]#5#['&n;']#['Oriental odd-tooth snake (Dinodon orientale)', 'Japanese odd-tooth snake']
['行くあて']#[['いくあて']]#5#['&n;']#['somewhere to go', 'place to go']
