Kanji#Reading#JLPT#Type#Meaning
['〃']#[['おなじ'], ['おなじく']]#100#['&n;']#['ditto mark']
['ＦＯＢ']#[['エフオービー'], ['フォブ']]#100#['&n;']#['free on board', 'FOB']
['オール５']#[['オールご']]#100#['&n;']#[\"straight A's\", \"all A's\"]
['ＧＩＦアニメーション']#[['ジフアニメーション']]#100#['&n;']#['animated GIF', 'GIF animation']
['ＧＩＦアニメ']#[['ジフアニメ']]#100#['&n;']#['animated GIF', 'GIF animation']
['ＧＩＦ']#[['ジフ'], ['ギフ']]#100#['&n;']#['GIF', 'graphics interchange format']
['ベスト１６']#[['ベストじゅうろく']]#100#['&n;']#['round of 16 (in a tournament)']
['ＣＫ']#[['シーケー']]#100#['&n;']#['corner kick (soccer)']
['ＮＺ']#[['エヌゼット']]#100#['&n;']#['New Zealand']
['ＦＡＸジャック']#[['ファックスジャック'], ['ファクスジャック']]#100#['&n;']#['fax prank (e.g. black fax)']
['瓜蒂']#[['かてい']]#100#['&n;']#['stem and calyx of muskmelon (used in traditional Chinese medicine)']
['３Ｌ']#[['スリーエル']]#100#['&n;']#['XXL (clothing size)']
['ＸＬ']#[['エックスエル'], ['エックス・エル']]#100#['&n;']#['extra-large (clothing size)', 'XL']
['ＪＩＴ']#[['ジェイアイティー'], ['ジェーアイティー']]#100#['&n;']#['just-in-time (inventory strategy)', 'JIT']
['ＪＩＴコンパイラ']#[['ジェーアイティーコンパイラ'], ['ジットコンパイラ'], ['ジェーアイティーコンパイラー'], ['ジットコンパイラー']]#100#['&n;']#['just-in-time compiler', 'JIT compiler']
['雉トラ']#[['きじトラ'], ['キジとら'], ['きじとら'], ['キジトラ']]#100#['&n;']#['brown tabby cat']
['梁']#[['うつばり'], ['うちばり']]#100#['&n;']#['(roof) beam']
['牝瓦']#[['めがわら']]#100#['&n;']#['concave tile']
['牡瓦']#[['おがわら']]#100#['&n;']#['convex roof tile']
['ピザ饅']#[['ピザまん']]#100#['&n;']#['pizza manjū', 'steamed yeast bun with a cheese and tomato sauce filling']
['カレー饅']#[['カレーまん']]#100#['&n;']#['curry manjū', 'steamed yeast bun with a curry sauce filling']
['マグロ丼']#[['マグロどん'], ['まぐろどん']]#100#['&n;']#['tuna donburi', 'bowl of rice topped with tuna']
['ＥＶ']#[['イーブイ']]#100#['&n;']#['electric vehicle', 'EV']
['ＳＯＧＩ']#[['ソジ']]#100#['&n;']#['sexual orientation and gender identity', 'SOGI']
['ＯＤＡ']#[['オーディーエー']]#100#['&n;']#['Official Development Assistance', 'ODA']
['涎もの']#[['よだれもの'], ['よだれもん']]#100#['&n;']#['very attractive thing', 'something to drool over']
['がしゃ髑髏']#[['がしゃどくろ']]#100#['&n;']#['Gashadokuro', {'_': 'mythical giant skeleton monster', '$': {'g_type': 'expl'}}]
['斬奸']#[['ざんかん']]#100#['&n;']#['killing a villain (with a sword, dagger, etc.)']
['ＩＲ']#[['アイアール']]#100#['&n;']#['information retrieval', 'IR']
['２５']#[['にじゅうご']]#100#['&num;']#['25', 'twenty five']
['ＣＤラック']#[['シーディーラック']]#100#['&n;']#['CD rack', 'CD storage rack']
['炬燵テーブル']#[['こたつテーブル']]#100#['&n;']#['(electric) kotatsu table']
['ＳＳＳ']#[['エスエスエス']]#100#['&n;']#['SSS rank (esp. in video games)']
['ゲソ痕']#[['ゲソこん']]#100#['&n;']#['footprints (of a suspect at a crime scene)']
['勒']#[['ろく']]#100#['&n;']#['bit (horse mouthpiece)']
['プラスチック塵']#[['プラスチックごみ'], ['プラスチックゴミ'], ['プラスチック・ゴミ']]#100#['&n;']#['plastic waste', 'plastic refuse']
['趯']#[['てき']]#100#['&n;']#['fourth principle of the Eight Principles of Yong', 'hook at the end of a vertical or horizontal stroke']
['掠']#[['りゃく']]#100#['&n;']#['sixth principle of the Eight Principles of Yong', 'tapering thinning curve, usually concave left']
['磔']#[['たく']]#100#['&n;']#['eighth principle of the Eight Principles of Yong', 'stroke that falls rightwards and fattens at the bottom']
['苺スプーン']#[['いちごスプーン'], ['イチゴスプーン']]#100#['&n;']#['spoon with a flat base used for squashing and eating strawberries']
['バーチャルＹｏｕＴｕｂｅｒ']#[['バーチャルユーチューバー']]#100#['&n;']#['virtual YouTuber', {'_': 'YouTube entertainer represented by an animated avatar', '$': {'g_type': 'expl'}}]
['ＶＴｕｂｅｒ']#[['ブイチューバー']]#100#['&n;']#['VTuber', 'virtual YouTuber', {'_': 'YouTube entertainer represented by an animated avatar', '$': {'g_type': 'expl'}}]
['羸痩']#[['るいそう']]#100#['&n;']#['emaciation', 'weight loss']
['ぬれ煎餅']#[['ぬれせんべい']]#100#['&n;']#['moist rice cracker', 'rice cracker covered in a soy-based sauce']
['ビャンビャン麺']#[['ビャンビャンめん']]#100#['&n;']#['biangbiang noodles', 'youpo chemian']
['ＷＩＣ']#[['ダブリューアイシー']]#100#['&n;']#['walk-in closet']
['ＳＩＣ']#[['エスアイシー']]#100#['&n;']#['walk-in closet with space for shoes (by the entrance of a house)']
['ＰＳ']#[['ピーエス']]#100#['&n;']#['pipe shaft (in a building)', 'riser shaft']
['ＦＩＸ']#[['フィックス']]#100#['&n;']#['fixed window']
['ＥＬＶ']#[['イーエルブイ']]#100#['&n;']#['elevator']
['ＭＢ']#[['エムビー']]#100#['&n;']#['megabyte', 'MB']
['ＤＥＮ']#[['デン']]#100#['&n;']#['den', 'small room']
['ＷＬＣ']#[['ダブリューシーエル']]#100#['&n;']#['walk-in closet']
['カフェオレ斑']#[['カフェオレはん']]#100#['&n;']#['cafe-au-lait spot (birthmark)']
['ＵＢ']#[['ユービー']]#100#['&n;']#['modular bath', 'prefabricated bath']
['ＳＣＬ']#[['エスシーエル']]#100#['&n;']#['walk-in closet with space for shoes (by the entrance of a house)']
['がらくたＤＮＡ']#[['がらくたディーエヌエー'], ['ガラクタディーエヌエー']]#100#['&n;']#['junk DNA']
['ＵＰ']#[['ユーピー'], ['アップ']]#100#['&n;']#['upstairs']
['ＤＮ']#[['ディーエヌ']]#100#['&n;']#['downstairs']
['ＢＲ']#[['ビーアール']]#100#['&n;']#['bedroom']
['蝃蝀']#[['ていとう']]#100#['&n;']#['rainbow']
['ホーム柵']#[['ホームさく']]#100#['&n;']#['platform gate (railway)']
['３／４カップ']#[['よんぶんのさんカップ']]#100#['&adj-no;', '&n;']#['3/4 cup (bra)']
['３／４カップブラ']#[['よんぶんのさんカップブラ']]#100#['&n;']#['3/4 cup bra']
['ズル剥け']#[['ズルむけ'], ['ずるむけ']]#100#['&n;']#['(skin) peeling fully off']
['鰓嚢']#[['さいのう'], ['えらぶくろ']]#100#['&n;']#['gill sac', 'branchial sac', 'branchial pouch', 'inner branchial groove', 'pharyngeal pouch']
['牝牡']#[['ひんぼ']]#100#['&n;']#['male and female (animals)']
['１Ｄａｙ']#[['ワンデー'], ['ワンデイ']]#100#['&adj-no;', '&n;']#['one-day']
['１Ｄａｙコンタクト']#[['ワンデーコンタクト']]#100#['&n;']#['daily disposable contact lenses']
['１Ｄａｙコンタクトレンズ']#[['ワンデーコンタクトレンズ']]#100#['&n;']#['daily disposable contact lenses']
['ＷＷＩＩ']#[['ダブリューダブリューツー']]#100#['&n;']#['World War II (1939-1945)', 'WWII']
['８Ｋ']#[['はちケー']]#100#['&n;']#['8K (resolution)']
['４Ｋ']#[['よんケー']]#100#['&n;']#['4K (resolution)']
['フルＨＤ']#[['フルエッチディー']]#100#['&n;']#['full HD (resolution)', '1080p']
['ＳＤテレビ']#[['エスディーテレビ']]#100#['&n;']#['standard-definition television', 'SDTV']
['ＳＤＴＶ']#[['エスディーティーブイ']]#100#['&n;']#['standard-definition television', 'SDTV']
['ＨＤＴＶ']#[['エッチディーティーブイ']]#100#['&n;']#['high-definition television', 'HDTV']
['ＨＤテレビ']#[['エッチディーテレビ']]#100#['&n;']#['high-definition television', 'HDTV']
['ウルトラＨＤ']#[['ウルトラエッチディー']]#100#['&n;']#['ultra HD (resolution)', 'UHD']
['ＵＨＤＴＶ']#[['ユーエッチディーティーブイ']]#100#['&n;']#['ultra high-definition television', 'UHDTV']
['ＨＳコード']#[['エッチエスコード']]#100#['&n;']#['Harmonized System code (international system of names and numbers to classify traded products)', 'HS code', 'HS tariff number', 'HTS number']
['ＳＥＯ']#[['エスイーオー']]#100#['&n;']#['search engine optimization (optimisation)', 'SEO']
['弛み']#[['たゆみ']]#100#['&n;']#['relaxing', 'remitting', 'slackening']
['ＭＤＭＡ']#[['エムディーエムエー']]#100#['&n;']#['methylenedioxymethamphetamine', 'MDMA', 'ecstasy']
['ＢＭＸ']#[['ビーエムエックス']]#100#['&n;']#['BMX', 'bicycle motocross', 'bike motocross']
['ＰＣＢ']#[['ピーシービー']]#100#['&n;']#['polychlorinated biphenyl', 'PCB']
['瓦茸']#[['かわらたけ'], ['カワラタケ']]#100#['&n;']#['turkey tail mushroom (Trametes versicolor)']
['ＫＧＤ']#[['ケージーディー']]#100#['&n;']#['known good die', 'fully-tested chip', 'KGD']
['チーズ鱈']#[['チーズたら']]#100#['&n;']#['cheese tara', {'_': 'stick of cheese sandwiched between two thin strips of dried fish paste', '$': {'g_type': 'expl'}}]
['ＳＵＶ']#[['エスユーブイ'], ['エスユーヴィ']]#100#['&n;']#['SUV', 'sport utility vehicle']
['ＩＨ']#[['アイエッチ']]#100#['&n;']#['induction heating', 'IH']
['ＥＤＭ']#[['イーディーエム']]#100#['&n;']#['electronic dance music', 'EDM']
['ＥＳ']#[['イーエス']]#100#['&n;']#['job application form']
['ＲＩＰ']#[['リップ']]#100#['&n;']#['raster image processor', 'RIP']
['ＲＩＰ']#[['アールアイピー']]#100#['&n;']#['rest in peace', 'RIP']
['ＦＩＧＳ']#[['フィグス']]#100#['&n;']#['French, Italian, German, Spanish', 'FIGS']
['Ｐ２Ｐ']#[['ピーツーピー']]#100#['&n;']#['peer-to-peer', 'P2P']
['キムチ鍋']#[['キムチなべ']]#100#['&n;']#['kimchi hot pot']
['ＩＩｏＴ']#[['アイアイオーティー']]#100#['&n;']#['Industrial Internet of Things', 'IIoT']
['撥鏤']#[['ばちる']]#100#['&n;']#['engraving of lacquer-stained ivory (popular during the Tang Dynasty)']
['ＵＭＬ']#[['ユーエムエル']]#100#['&n;']#['Unified Modeling Language', 'UML']
['８ＫＴＶ']#[['はちケイティーブイ']]#100#['&n;']#['8K TV', 'TV with approx. 8,000 horizontal pixels']
['７０００']#[['ななせん'], ['しちせん']]#100#['&num;']#['7000', 'seven thousand']
['贔屓']#[['ひき'], ['びし']]#100#['&n;']#['bixi', {'_': 'dragon with the shell of a turtle (Chinese mythology)', '$': {'g_type': 'expl'}}]
['お爺ちゃま']#[['おじいちゃま']]#100#['&n;']#['grandpa', 'gramps']
['０']#[['ゼロ']]#100#['&n;']#['zero', '0', 'nought', 'nil']
['韓ドラ']#[['かんドラ']]#100#['&n;']#['Korean TV drama']
['ウラン２３８']#[['ウランにひゃくさんじゅうはち']]#100#['&n;']#['uranium-238 (U-238)']
['ＮＰＣ']#[['エヌピーシー']]#100#['&n;']#['non-player character', 'NPC']
['ＥＢＩＴＤＡ']#[['イービットダー'], ['イービットディーエー']]#100#['&n;']#['earnings before interest, taxes, depreciation and amortization', 'EBITDA']
['舳艫']#[['じくろ']]#100#['&n;']#['bow and stern']
['艫舳']#[['ともへ']]#100#['&n;']#['stern and bow']
['Ｋ-ＰＯＰ']#[['ケイポップ']]#100#['&n;']#['K-pop', 'Korean pop']
['Ｊ-ＰＯＰ']#[['ジェイポップ'], ['ジェーポップ']]#100#['&n;']#['J-pop', 'Japanese pop']
['ＯＴ']#[['オーティー']]#100#['&n;']#['occupational therapist', 'OT']
['ＮＴ']#[['エヌティー']]#100#['&n;']#['Near Threatened (conservation status)', 'NT']
['ＥＸ']#[['イーエックス']]#100#['&n;']#['Extinct (conservation status)', 'EX']
['ＢＴＣ']#[['ビーティーシー']]#100#['&n;']#['bitcoin', 'BTC']
['ＤＮＳスプーフィング']#[['ディーエヌエススプーフィング']]#100#['&n;']#['DNS spoofing']
['漉き']#[['すき']]#100#['&n;']#['papermaking']
['ＳＵＰ']#[['サップ']]#100#['&n;']#['stand-up paddle surfing', 'SUP', 'stand-up paddle boarding']
['ＦＥＮ']#[['エフイーエヌ'], ['フェン']]#100#['&n;']#['Far East Network', {'_': 'network of American military radio and television stations in East Asia', '$': {'g_type': 'expl'}}]
['牝狐']#[['めぎつね']]#100#['&n;']#['female fox', 'vixen', 'she-fox']
['叱罵']#[['しつば']]#100#['&n;']#['angry scolding', 'abusive criticism']
['つる薔薇']#[['つるバラ'], ['つるばら'], ['ツルばら'], ['ツルバラ']]#100#['&n;']#['climbing rose', 'rambling rose']
['ＶＵＩ']#[['ブイユーアイ']]#100#['&n;']#['voice user interface', 'VUI']
['ＶＥ']#[['ブイイー']]#100#['&n;']#['value engineering']
['ＶＡ']#[['ブイエー']]#100#['&n;']#['value analysis']
['バツ２']#[['バツに'], ['ばつに'], ['バツニ']]#100#['&n;']#['being twice divorced', 'two-time divorcee', {'_': 'two x marks (i.e. two names struck from the family register)', '$': {'g_type': 'lit'}}]
['バツ３']#[['バツさん'], ['ばつさん'], ['バツサン']]#100#['&n;']#['being thrice divorced', 'three-time divorcee', 'three x marks (i.e. three names struck from the family register)']
['ＫＰ']#[['ケーピー']]#100#['&int;']#['cheers']
['蘆荻']#[['ろてき']]#100#['&n;']#['reeds', 'reed and silver grass']
['櫨蝋']#[['はぜろう'], ['ハゼろう']]#100#['&n;']#['vegetable wax', 'Japan wax', 'sumac wax']
['バター飴']#[['バターあめ']]#100#['&n;']#['butter candy (Hokkaido specialty)']
['ＤＩＤ']#[['ディーアイディー']]#100#['&n;']#['densely inhabited district', 'DID']
['ＦＢ']#[['エフビー']]#100#['&n;']#['Facebook']
['ＪＲパス']#[['ジェイアールパス']]#100#['&n;']#['Japan Rail Pass', 'JR Pass']
['ラジオＤＪ']#[['ラジオディージェイ']]#100#['&n;']#['radio DJ', 'radio presenter']
['ＧＰＴ']#[['ジーピーティー']]#100#['&n;']#['glutamic-pyruvic transaminase', 'GPT']
['ＧＤＰＲ']#[['ジーディーピーアール']]#100#['&n;']#['General Data Protection Regulation (of the EU)', 'GDPR']
['ＤＩＹ']#[['ディーアイワイ']]#100#['&n;']#['DIY', 'do-it-yourself']
['凵繞']#[['かんにょう']]#100#['&n;']#['kanji \"box\" radical (radical 17)']
['𡱖']#[['つび']]#100#['&n;']#['female genitalia', 'vulva']
['ＮＨＫ']#[['エヌエイチケー']]#100#['&n;']#['NHK', 'Japan Broadcasting Corporation']
['𩻛']#[['めいただき'], ['メイタダキ']]#100#['&n;']#['Japanese rice fish (Oryzias latipes)', 'killifish', 'Japanese medaka']
['髻鬟']#[['けいかん']]#100#['&n;']#['bun (hair)', 'topknot']
['蝦夷榎']#[['えぞえのき'], ['エゾエノキ']]#100#['&n;']#['Japanese hackberry (Celtis jessoensis)', 'Jesso hackberry']
['Ｖライン']#[['ブイライン']]#100#['&n;']#['bikini line', 'area of skin around the edge of the bottom half of a bikini']
['ＭＬＳ']#[['エムエルエス']]#100#['&n;']#['microwave landing system', 'MLS']
['ＧｅＶ']#[['ジェブ'], ['ゲブ']]#100#['&n;']#['giga electron volt']
['曠劫']#[['こうごう']]#100#['&n;']#['aeons', 'eons', 'long time']
['ＡＮＫ']#[['アンク']]#100#['&n;']#['alphabetic, numeric, and kana (character set)']
['捲り']#[['まくり']]#100#['&n;']#['unframed painting', 'unframed drawing']
['捲り']#[['めくり']]#100#['&n;']#['program board (concert, theatrical production)', 'act-announcement sheets']
['ＡＦ']#[['エーエフ']]#100#['&n;']#['autofocus', 'auto focus']
['鯷鰯']#[['しこいわし'], ['シコイワシ']]#100#['&n;']#['Japanese anchovy (Engraulis japonica)']
['鯷']#[['ひしこいわし'], ['ヒシコイワシ']]#100#['&n;']#['Japanese anchovy (Engraulis japonica)']
['鯷']#[['ひしこ'], ['ヒシコ']]#100#['&n;']#['Japanese anchovy (Engraulis japonica)']
['鯷']#[['しこ'], ['シコ']]#100#['&n;']#['Japanese anchovy (Engraulis japonica)']
['鰄']#[['かいらぎ']]#100#['&n;']#['fish skin with a granular texture, esp. shark and stingray']
['スカート捲り']#[['スカートめくり']]#100#['&exp;', '&n;']#[\"lifting a girl's skirt\", 'flipping up a skirt']
['譚']#[['たん']]#100#['&suf;', '&n;']#['story', 'tale']
['驊騮']#[['かりゅう']]#100#['&n;']#['fine horse', 'swift horse']
['垢嘗']#[['あかなめ']]#100#['&n;']#['akaname', {'_': 'Japanese creature said to lick filth in bathrooms', '$': {'g_type': 'expl'}}]
['瞑氛']#[['めいふん']]#100#['&n;']#['gloomy feeling', 'dark sign']
['妖氛']#[['ようふん']]#100#['&n;']#['ominous air', 'weird air', 'menacing atmosphere']
['ＱＣ']#[['キューシー']]#100#['&n;']#['quality control', 'QC']
['ＴＱＣ']#[['ティーキューシー']]#100#['&n;']#['total quality control', 'TQC']
['Ｕターンラッシュ']#[['ユーターンラッシュ']]#100#['&n;']#['traffic jams at the end of a (multi-day) holiday caused by returning vacation-goers']
['ＥＴＣカード']#[['イーティーシーカード']]#100#['&n;']#['electronic toll collection card', 'ETC card']
['カプ厨']#[['カプちゅう']]#100#['&n;']#['obsessive shipper']
['やり捲り']#[['やりまくり'], ['ヤリまくり']]#100#['&n;']#['doing something multiple times']
['ＵＳＭＣＡ']#[['ユーエスエムシーエー']]#100#['&n;']#['United States-Mexico-Canada Agreement', 'Agreement between the United States of America, the United Mexican States, and Canada', 'USMCA']
['烏鵲']#[['うじゃく'], ['うしゃく'], ['ウシャク'], ['ウジャク']]#100#['&n;']#['European magpie (Pica pica)']
['薮蔭']#[['やぶかげ']]#100#['&n;']#['thicket']
['ＬＤＳ']#[['エルディーエス']]#100#['&n;']#['Loeys-Dietz syndrome', 'LDS']
